conflict_id,sentence_id,text,char_start,char_end,candidate_entity_keys,candidate_types,candidate_sources,reason,suggested_resolution
hongloumeng_ncf0000020,hongloumeng_s000262,雨村,0,2,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000021,hongloumeng_s000264,紅日,15,17,,COLOR|GPE,ckip-albert-tiny|rule,overlapping_candidates,GPE
hongloumeng_ncf0000022,hongloumeng_s000267,和尚,1,3,,PERSON|TITLE_ROLE,ckip-albert-tiny|rule,overlapping_candidates,TITLE_ROLE
hongloumeng_ncf0000023,hongloumeng_s000267,和尚,23,25,,PERSON|TITLE_ROLE,ckip-albert-tiny|rule,overlapping_candidates,TITLE_ROLE
hongloumeng_ncf0000024,hongloumeng_s000270,英蓮,9,11,|person_xiangling|plant_lian,FLOWER|GPE|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_xiangling
hongloumeng_ncf0000025,hongloumeng_s000270,英蓮,31,33,|person_xiangling|plant_lian,FLOWER|GPE|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_xiangling
hongloumeng_ncf0000026,hongloumeng_s000271,英蓮,13,15,|person_xiangling|plant_lian,FLOWER|GPE|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_xiangling
hongloumeng_ncf0000027,hongloumeng_s000279,三月十五,4,8,,DATE|TIME,ckip-albert-tiny|rule,overlapping_candidates,TIME
hongloumeng_ncf0000028,hongloumeng_s000279,葫蘆廟,9,12,|building_hulu_miao,BUILDING|ORG,ckip-albert-tiny|rule,overlapping_candidates,building_hulu_miao
hongloumeng_ncf0000029,hongloumeng_s000320,士隱,0,2,|person_zhen_shiyin,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_zhen_shiyin
hongloumeng_ncf0000030,hongloumeng_s000381,雨村,0,2,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000031,hongloumeng_s000385,雨村,13,15,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000032,hongloumeng_s000386,雨村,4,6,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000033,hongloumeng_s000386,雨村,14,16,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000034,hongloumeng_s000389,雨村,3,5,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000035,hongloumeng_s000399,林如海,22,25,|person_lin_ruhai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_lin_ruhai
hongloumeng_ncf0000036,hongloumeng_s000400,林如海,1,4,|person_lin_ruhai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_lin_ruhai
hongloumeng_ncf0000037,hongloumeng_s000401,林如海,3,6,|person_lin_ruhai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_lin_ruhai
hongloumeng_ncf0000038,hongloumeng_s000409,黛玉,15,17,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000039,hongloumeng_s000414,雨村,25,27,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000040,hongloumeng_s000418,林如海,0,3,|person_lin_ruhai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_lin_ruhai
hongloumeng_ncf0000041,hongloumeng_s000430,雨村,0,2,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000042,hongloumeng_s000436,雨村,0,2,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000043,hongloumeng_s000445,雨村,7,9,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000044,hongloumeng_s000457,榮國府,1,4,|building_rongguofu,BUILDING|PERSON,ckip-albert-tiny|rule,overlapping_candidates,building_rongguofu
hongloumeng_ncf0000045,hongloumeng_s000468,冷子興,0,3,|person_leng_zixing,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_leng_zixing
hongloumeng_ncf0000046,hongloumeng_s000472,寧國府,3,6,|building_ningguofu,BUILDING|FAC,ckip-albert-tiny|rule,overlapping_candidates,building_ningguofu
hongloumeng_ncf0000047,hongloumeng_s000472,榮國府,10,13,|building_rongguofu,BUILDING|ORG,ckip-albert-tiny|rule,overlapping_candidates,building_rongguofu
hongloumeng_ncf0000048,hongloumeng_s000475,冷子興,0,3,|person_leng_zixing,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_leng_zixing
hongloumeng_ncf0000049,hongloumeng_s000484,雨村,0,2,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000050,hongloumeng_s000494,賈珍,11,13,|person_jia_zhen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zhen
hongloumeng_ncf0000051,hongloumeng_s000496,賈蓉,22,24,|person_jia_rong,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_rong
hongloumeng_ncf0000052,hongloumeng_s000498,寧國府,18,21,|building_ningguofu,BUILDING|FAC,ckip-albert-tiny|rule,overlapping_candidates,building_ningguofu
hongloumeng_ncf0000053,hongloumeng_s000501,賈赦,2,4,|person_jia_she,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_she
hongloumeng_ncf0000054,hongloumeng_s000501,賈政,7,9,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000055,hongloumeng_s000502,賈赦,17,19,|person_jia_she,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_she
hongloumeng_ncf0000056,hongloumeng_s000502,賈政,25,27,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000057,hongloumeng_s000505,寶玉,73,75,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0000058,hongloumeng_s000552,柳,56,57,|plant_liu,PERSON|PLANT,ckip-albert-tiny|rule,overlapping_candidates,plant_liu
hongloumeng_ncf0000059,hongloumeng_s000632,賈璉,2,4,|person_jia_lian,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_lian
hongloumeng_ncf0000060,hongloumeng_s000656,雨村,15,17,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000061,hongloumeng_s000656,雨村,18,20,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000062,hongloumeng_s000657,冷子興,0,3,|person_leng_zixing,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_leng_zixing
hongloumeng_ncf0000063,hongloumeng_s000657,賈政,29,31,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000064,hongloumeng_s000658,雨村,0,2,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000065,hongloumeng_s000673,雨村,0,2,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000066,hongloumeng_s000673,林如海,22,25,|person_lin_ruhai,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_lin_ruhai
hongloumeng_ncf0000067,hongloumeng_s000677,雨村,13,15,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000068,hongloumeng_s000678,黛玉,4,6,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000069,hongloumeng_s000682,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000070,hongloumeng_s000683,雨村,0,2,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000071,hongloumeng_s000683,黛玉,16,18,object_yu|person_lin_daiyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000072,hongloumeng_s000684,雨村,13,15,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000073,hongloumeng_s000685,賈政,2,4,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000074,hongloumeng_s000686,雨村,1,3,|person_jia_yucun,GPE|PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000075,hongloumeng_s000686,賈政,15,17,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000076,hongloumeng_s000687,雨村,12,14,|person_jia_yucun,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_yucun
hongloumeng_ncf0000077,hongloumeng_s000689,賈政,24,26,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000078,hongloumeng_s000691,黛玉,2,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000079,hongloumeng_s000691,榮國府,15,18,|building_rongguofu,BUILDING|PERSON,ckip-albert-tiny|rule,overlapping_candidates,building_rongguofu
hongloumeng_ncf0000080,hongloumeng_s000692,林黛玉,1,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000081,hongloumeng_s000699,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000082,hongloumeng_s000701,榮國府,23,26,|building_rongguofu,BUILDING|ORG,ckip-albert-tiny|rule,overlapping_candidates,building_rongguofu
hongloumeng_ncf0000083,hongloumeng_s000706,黛玉,17,19,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000084,hongloumeng_s000707,林黛玉,0,3,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000085,hongloumeng_s000715,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000086,hongloumeng_s000715,黛玉,28,30,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000087,hongloumeng_s000717,黛玉,16,18,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000088,hongloumeng_s000718,黛玉,12,14,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000089,hongloumeng_s000719,賈赦,15,17,|person_jia_she,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_she
hongloumeng_ncf0000090,hongloumeng_s000719,賈政,18,20,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000091,hongloumeng_s000720,賈母,2,4,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000092,hongloumeng_s000720,黛玉,8,10,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000093,hongloumeng_s000724,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000094,hongloumeng_s000725,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000095,hongloumeng_s000734,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000096,hongloumeng_s000736,黛玉,4,6,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000097,hongloumeng_s000737,賈母,2,4,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000098,hongloumeng_s000739,黛玉,5,7,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000099,hongloumeng_s000741,黛玉,3,5,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000100,hongloumeng_s000744,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000101,hongloumeng_s000754,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000102,hongloumeng_s000759,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000103,hongloumeng_s000771,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000104,hongloumeng_s000772,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000105,hongloumeng_s000774,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000106,hongloumeng_s000776,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000107,hongloumeng_s000776,賈赦,17,19,|person_jia_she,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_she
hongloumeng_ncf0000108,hongloumeng_s000776,賈璉,21,23,|person_jia_lian,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_lian
hongloumeng_ncf0000109,hongloumeng_s000776,王熙鳳,51,54,|person_wang_xifeng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_xifeng
hongloumeng_ncf0000110,hongloumeng_s000777,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000111,hongloumeng_s000778,熙鳳,1,3,|person_wang_xifeng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_xifeng
hongloumeng_ncf0000112,hongloumeng_s000778,黛玉,5,7,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000113,hongloumeng_s000778,賈母,24,26,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000114,hongloumeng_s000783,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000115,hongloumeng_s000790,黛玉,3,5,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000116,hongloumeng_s000807,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000117,hongloumeng_s000813,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000118,hongloumeng_s000814,黛玉,17,19,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000119,hongloumeng_s000815,賈赦,2,4,|person_jia_she,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_she
hongloumeng_ncf0000120,hongloumeng_s000817,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000121,hongloumeng_s000820,黛玉,16,18,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000122,hongloumeng_s000820,王夫人,19,22,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000123,hongloumeng_s000822,黛玉,5,7,object_yu|person_lin_daiyu,OBJECT|PERSON,alias|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000124,hongloumeng_s000823,黛玉,17,19,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000125,hongloumeng_s000824,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000126,hongloumeng_s000828,黛玉,4,6,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000127,hongloumeng_s000835,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000128,hongloumeng_s000838,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000129,hongloumeng_s000844,黛玉,2,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000130,hongloumeng_s000846,黛玉,2,4,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000131,hongloumeng_s000848,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000132,hongloumeng_s000857,王夫人,2,5,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000133,hongloumeng_s000858,黛玉,6,8,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000134,hongloumeng_s000866,黛玉,5,7,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000135,hongloumeng_s000867,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000136,hongloumeng_s000869,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000137,hongloumeng_s000872,黛玉,10,12,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000138,hongloumeng_s000874,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000139,hongloumeng_s000875,黛玉,1,3,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000140,hongloumeng_s000876,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000141,hongloumeng_s000876,賈政,8,10,|person_jia_zheng,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_zheng
hongloumeng_ncf0000142,hongloumeng_s000877,黛玉,23,25,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000143,hongloumeng_s000878,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000144,hongloumeng_s000879,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000145,hongloumeng_s000886,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000146,hongloumeng_s000888,王夫人,2,5,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000147,hongloumeng_s000890,銜玉,8,10,|object_yu,OBJECT|PERSON,ckip-albert-tiny|rule,overlapping_candidates,PERSON
hongloumeng_ncf0000148,hongloumeng_s000891,寶玉,26,28,|object_yu|person_jia_baoyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_jia_baoyu
hongloumeng_ncf0000149,hongloumeng_s000893,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000150,hongloumeng_s000900,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000151,hongloumeng_s000903,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000152,hongloumeng_s000903,黛玉,5,7,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000153,hongloumeng_s000905,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000154,hongloumeng_s000905,黛玉,6,8,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000155,hongloumeng_s000908,王夫人,0,3,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000156,hongloumeng_s000908,黛玉,5,7,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000157,hongloumeng_s000910,王夫人,14,17,|person_wang_furen,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_wang_furen
hongloumeng_ncf0000158,hongloumeng_s000911,賈母,0,2,|person_jia_mu,PERSON,alias|ckip-albert-tiny,overlapping_candidates,person_jia_mu
hongloumeng_ncf0000159,hongloumeng_s000911,黛玉,21,23,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
hongloumeng_ncf0000160,hongloumeng_s000912,黛玉,0,2,|object_yu|person_lin_daiyu,OBJECT|PERSON,alias|ckip-albert-tiny|rule,overlapping_candidates,person_lin_daiyu
